wine number,acidity type 1,acidity type 2,citric acid,residual sugar,chlorides,sulfur dioxide type 1,sulfur dioxide type 2,pH,sulphates,alcohol,density,color,quality
301,6.1,0.23,0.45,10.6,0.094,49,169,3.05,0.54,8.8,0.99699,W,5
302,7.4,0.49,0.27,2.1,0.071,14,25,3.35,0.63,12,0.99388,R,6
303,6.9,0.41,0.22,4.2,0.031,10,102,3,0.86,11.6,0.993,W,4
304,6.6,0.695,0,2.1,0.075,12,56,3.49,0.67,9.2,0.9968,R,5
305,6.4,0.14,0.28,7.9,0.057,21,82,3.26,0.36,10,0.99425,W,6
306,8,0.25,0.13,17.2,0.036,49,219,2.96,0.46,9.7,0.9996,W,5
307,6.6,0.29,0.73,2.2,0.027,21,92,3.12,0.48,12.4,0.99,W,6
308,6.9,0.19,0.28,3,0.054,33,99,3.16,0.4,10.8,0.9924,W,6
309,12,0.45,0.55,2,0.073,25,49,3.1,0.76,10.3,0.9997,R,6
310,7.2,0.6,0.04,2.5,0.076,18,88,3.53,0.55,9.5,0.99745,R,5
311,7,0.35,0.3,6.5,0.028,27,87,3.4,0.42,11.4,0.9936,W,7
312,7.7,0.26,0.51,2.6,0.045,26,159,3,0.5,11.2,0.99126,W,6
313,8.9,0.875,0.13,3.45,0.088,4,14,3.44,0.52,11.5,0.9994,R,5
314,8.3,0.34,0.4,2.4,0.065,24,48,3.34,0.86,11,0.99554,R,6
315,7.9,0.43,0.21,1.6,0.106,10,37,3.17,0.91,9.5,0.9966,R,5
316,8.9,0.48,0.53,4,0.101,3,10,3.21,0.59,12.1,0.99586,R,7
317,5.2,0.21,0.31,1.7,0.048,17,61,3.24,0.37,12,0.98953,W,7
318,7.4,0.63,0.07,2.4,0.09,11,37,3.43,0.76,9.7,0.9979,R,6
319,6.8,0.27,0.3,13,0.047,69,160,3.16,0.5,9.6,0.99705,W,6
320,9.8,0.45,0.38,2.5,0.081,34,66,3.15,0.58,9.8,0.99726,R,5
321,6.3,0.41,0.22,7.3,0.035,23,117,3.2,0.39,11.94,0.99172,W,7
322,8,0.3,0.63,1.6,0.081,16,29,3.3,0.78,10.8,0.99588,R,6
323,5.8,0.14,0.15,6.1,0.042,27,123,3.06,0.6,9.9,0.99362,W,6
324,10.2,0.24,0.49,2.4,0.075,10,28,3.14,0.61,10.4,0.9978,R,5
325,7.8,0.445,0.56,1,0.04,8,84,3.25,0.43,10.8,0.9938,W,5
326,7,0.51,0.09,2.1,0.062,4,9,3.35,0.54,10.5,0.99584,R,5
327,6.3,0.23,0.21,5.1,0.035,29,142,3.36,0.33,10.1,0.9942,W,7
328,7.6,0.29,0.58,17.5,0.041,51,225,3.16,0.66,9.5,0.9997,W,6
329,8.6,0.63,0.17,2.9,0.099,21,119,3.09,0.52,9.3,0.998,R,5
330,9.2,0.23,0.35,10.7,0.037,34,145,3.09,0.32,9.7,0.9981,W,5
331,7,0.23,0.32,1.8,0.048,25,113,3.11,0.47,11.1,0.9915,W,6
332,5.7,0.28,0.35,1.2,0.052,39,141,3.44,0.69,11.3,0.99108,W,6
333,6.9,0.31,0.32,1.2,0.024,20,166,3.05,0.54,9.8,0.99208,W,6
334,6.7,0.16,0.34,1.6,0.026,27,109,3.34,0.58,10.1,0.9934,W,6
335,6.8,0.18,0.3,12.8,0.062,19,171,3,0.52,9,0.99808,W,7
336,11.6,0.32,0.55,2.8,0.081,35,67,3.32,0.92,10.8,1.0002,R,7
337,6.9,0.32,0.26,2.3,0.03,11,103,3.06,0.42,11.1,0.99106,W,6
338,5.6,0.915,0,2.1,0.041,17,78,3.68,0.73,11.4,0.99346,R,5
339,6,0.17,0.29,5,0.028,25,108,3.14,0.34,12.3,0.99076,W,6
340,8.2,0.24,0.3,2.3,0.05,23,106,2.98,0.5,10,0.99397,W,5
341,5.1,0.35,0.26,6.8,0.034,36,120,3.38,0.4,11.5,0.99188,W,6
342,6.4,0.15,0.31,1.1,0.044,25,96,3.54,0.51,10.3,0.9932,W,6
343,7.5,0.26,0.52,13.2,0.047,64,179,3.1,0.46,9,0.9982,W,5
344,8.5,0.24,0.39,10.4,0.044,20,142,3.2,0.53,10,0.9974,W,6
345,6.8,0.24,0.38,8.3,0.045,50,185,3.15,0.5,9.5,0.99578,W,6
346,6.2,0.27,0.47,1.2,0.146,28,105,3.23,0.51,10.1,0.99224,W,5
347,6.8,0.51,0.01,2.1,0.074,9,25,3.33,0.56,9.5,0.9958,R,6
348,6.7,0.75,0.01,2.4,0.078,17,32,3.55,0.61,12.8,0.9955,R,6
349,6.9,0.17,0.3,2,0.047,13,117,3.16,0.51,11.6,0.99152,W,6
350,7.9,0.28,0.41,2,0.044,50,152,3.45,0.49,10.7,0.9934,W,8
351,7.1,0.28,0.49,6.5,0.041,28,111,3.41,0.58,12.2,0.9926,W,8
352,6.6,0.57,0.02,2.1,0.115,6,16,3.38,0.69,9.5,0.99654,R,5
353,6.6,0.18,0.28,1.7,0.041,53,161,3.13,0.45,10.2,0.99207,W,6
354,7.3,0.13,0.27,4.6,0.08,34,172,3.23,0.39,11.1,0.9938,W,7
355,7.1,0.26,0.34,14.4,0.067,35,189,3.07,0.53,9.1,0.9986,W,7
356,9.4,0.23,0.56,16.45,0.063,52.5,282,3.1,0.51,9.3,1.00098,W,5
357,4.2,0.17,0.36,1.8,0.029,93,161,3.65,0.89,12,0.98999,W,7
358,6.9,0.24,0.35,1,0.052,35,146,3.45,0.44,10,0.993,W,6
359,7.6,0.79,0.21,2.3,0.087,21,68,3.12,0.44,9.2,0.9955,R,5
360,7.8,0.52,0.25,1.9,0.081,14,38,3.43,0.65,9,0.9984,R,6
361,7.6,0.23,0.4,5.2,0.066,14,91,3.17,0.8,9.7,0.99488,W,5
362,7.2,0.21,0.36,15.7,0.045,68,183,3.25,0.76,9.4,0.99922,W,5
363,5.9,0.44,0.33,1.2,0.049,12,117,3.46,0.44,11.5,0.99134,W,5
364,5.8,0.12,0.21,1.3,0.056,35,121,3.32,0.33,11.4,0.9908,W,6
365,7.1,0.2,0.37,1.5,0.049,28,129,3.15,0.52,10.8,0.99226,W,5
366,6.1,0.15,0.35,15.8,0.042,55,158,3.24,0.37,10.6,0.99642,W,5
367,6.4,0.22,0.32,4.9,0.046,50,156,3.38,0.55,11.2,0.99316,W,6
368,11.1,0.35,0.48,3.1,0.09,5,21,3.17,0.53,10.5,0.9986,R,5
369,6.4,0.21,0.34,16.05,0.04,56,142,3.11,0.38,10.6,0.99678,W,5
370,6.6,0.34,0.28,1.3,0.035,32,90,3.1,0.42,10.7,0.9916,W,6
371,9.6,0.88,0.28,2.4,0.086,30,147,3.24,0.53,9.4,0.9979,R,5
372,6.2,0.58,0,1.6,0.065,8,18,3.56,0.84,9.4,0.9966,R,5
373,5,0.35,0.25,7.8,0.031,24,116,3.39,0.4,11.3,0.99241,W,6
374,9.6,0.56,0.23,3.4,0.102,37,92,3.3,0.65,10.1,0.9996,R,5
375,6.7,0.4,0.22,8.8,0.052,24,113,3.22,0.45,9.4,0.99576,W,5
376,6.7,0.24,0.41,9.4,0.04,49,166,3.12,0.61,9.9,0.9954,W,6
377,7,0.42,0.19,2.3,0.071,18,36,3.39,0.56,10.9,0.99476,R,5
378,8.1,0.28,0.34,1.3,0.035,11,126,3.14,0.5,9.8,0.99232,W,6
379,7.1,0.32,0.29,4,0.038,33,170,3.27,0.64,10.2,0.99463,W,6
380,6.9,0.22,0.37,15,0.053,59,178,3.37,0.82,9.5,0.9992,W,7
381,8.9,0.4,0.51,2.6,0.052,13,27,3.32,0.9,13.4,0.995,R,7
382,4.7,0.785,0,3.4,0.036,23,134,3.53,0.92,13.8,0.98981,W,6
383,7.6,0.78,0,1.7,0.076,33,45,3.31,0.62,10.7,0.99612,R,6
384,7.7,0.28,0.29,4.3,0.051,25,142,3.16,0.39,10.2,0.9939,W,5
385,8.1,0.2,0.3,1.3,0.036,7,49,2.99,0.73,10.3,0.99242,W,5
386,6.6,0.23,0.32,1.5,0.041,8,72,3.22,0.39,12.7,0.98949,W,6
387,7.2,0.32,0.47,5.1,0.044,19,65,3.03,0.41,12.6,0.991,W,4
388,4.8,0.21,0.21,10.2,0.037,17,112,3.66,0.48,12.2,0.99324,W,7
389,6.2,0.25,0.47,11.6,0.048,62,210,3.19,0.5,9.5,0.9968,W,5
390,6.9,0.19,0.49,6.6,0.036,49,172,3.2,0.27,11.5,0.9932,W,6
391,8.5,0.37,0.2,2.8,0.09,18,58,3.34,0.7,9.6,0.998,R,6
392,7.4,0.19,0.31,14.5,0.045,39,193,3.1,0.5,9.2,0.9986,W,6
393,7.4,0.19,0.3,12.8,0.053,48.5,229,3.14,0.49,9.1,0.9986,W,7
394,6.8,0.3,0.27,11.6,0.028,22,97,2.96,0.38,11.7,0.99314,W,6
395,10.7,0.43,0.39,2.2,0.106,8,32,2.89,0.5,9.6,0.9986,R,5
396,5.7,0.25,0.27,10.8,0.05,58,116,3.1,0.5,9.8,0.99592,W,6
397,6.6,0.17,0.26,7.4,0.052,45,128,3.16,0.37,10,0.99388,W,6
398,6,0.18,0.31,1.4,0.036,14,75,3.34,0.58,11.1,0.99085,W,8
399,7.2,0.2,0.3,2,0.039,43,188,3.3,0.41,12,0.9911,W,6
400,7,0.12,0.29,10.3,0.039,41,98,3.19,0.38,9.8,0.99564,W,8
401,6.6,0.26,0.56,15.4,0.053,32,141,3.11,0.49,9.3,0.9981,W,5
402,8.5,0.17,0.49,8.8,0.048,23,108,2.88,0.34,10.5,0.9947,W,4
403,7.6,0.22,0.28,12,0.056,68,143,2.99,0.3,9.2,0.9983,W,6
404,7.2,0.26,0.74,13.6,0.05,56,162,3.03,0.44,8.8,0.998,W,5
405,9.1,0.4,0.57,4.6,0.08,6,20,3.28,0.57,12.5,0.99652,R,6
406,7.1,0.6,0,1.8,0.074,16,34,3.47,0.7,9.9,0.9972,R,6
407,6.2,0.47,0.19,8.3,0.029,24,142,3.22,0.45,12.3,0.992,W,6
408,11.4,0.6,0.49,2.7,0.085,10,41,3.15,0.63,10.5,0.9994,R,6
409,6.4,0.24,0.32,14.9,0.047,54,162,3.28,0.5,10.2,0.9968,W,6
410,7.8,0.52,0.25,1.9,0.081,14,38,3.43,0.65,9,0.9984,R,6
411,4.4,0.32,0.39,4.3,0.03,31,127,3.46,0.36,12.8,0.98904,W,8
412,6.7,0.58,0.08,1.8,0.097,15,65,3.28,0.54,9.2,0.9959,R,5
413,6.6,0.18,0.28,3.3,0.044,18,91,3.42,0.64,10.8,0.993,W,6
414,6.6,0.24,0.29,2,0.023,19,86,3.25,0.45,12.5,0.99,W,6
415,5.9,0.3,0.3,2,0.03,38,142,3.41,0.41,12.9,0.98892,W,7
416,6.4,0.41,0.01,6.1,0.048,20,70,3.19,0.42,10,0.99362,W,5
417,7,0.29,0.54,10.7,0.046,59,234,3.05,0.61,9.5,0.9966,W,5
418,5.9,0.48,0.3,1.5,0.037,19,78,3.47,0.42,11.9,0.99057,W,7
419,7.5,0.685,0.07,2.5,0.058,5,9,3.38,0.55,10.9,0.99632,R,4
420,7.3,0.22,0.31,2.3,0.018,45,80,3.06,0.34,12.9,0.98936,W,7
421,6.7,0.22,0.33,1.2,0.036,36,86,3.1,0.76,11.4,0.99058,W,6
422,12.5,0.46,0.63,2,0.071,6,15,2.99,0.87,10.2,0.9988,R,5
423,7.2,0.53,0.14,2.1,0.064,15,29,3.35,0.61,12.1,0.99323,R,6
424,5.6,0.19,0.46,1.1,0.032,33,115,3.36,0.5,10.4,0.9909,W,6
425,7.2,0.34,0.32,2.5,0.09,43,113,3.32,0.79,11.1,0.9966,R,5
426,6.6,0.27,0.29,5.3,0.045,57,189,3.31,0.79,9.8,0.9953,W,5
427,7.9,0.22,0.38,8,0.043,46,152,3.12,0.32,11.5,0.9934,W,7
428,6.9,0.4,0.17,12.9,0.033,59,186,3.08,0.49,9.4,0.99754,W,5
429,5.9,0.15,0.31,5.8,0.041,53,155,3.52,0.46,10.5,0.9945,W,6
430,5.4,0.265,0.28,7.8,0.052,27,91,3.19,0.38,10.4,0.99432,W,6
431,7.8,0.34,0.35,1.8,0.042,8,167,3.11,0.41,12.1,0.9908,W,6
432,6,0.67,0.07,1.2,0.06,9,108,3.11,0.35,8.7,0.9931,W,4
433,7.9,0.345,0.51,15.3,0.047,54,171,3.09,0.51,9.1,0.9987,W,5
434,12.3,0.5,0.49,2.2,0.089,5,14,3.19,0.44,9.6,1.0002,R,5
435,6.4,0.3,0.38,7.8,0.046,35,192,3.1,0.37,9,0.9955,W,5
436,6.6,0.19,0.43,10.9,0.045,53,154,3.52,0.77,10.4,0.99752,W,6
437,12,0.5,0.59,1.4,0.073,23,42,2.92,0.68,10.5,0.998,R,7
438,6.6,0.36,0.52,11.3,0.046,8,110,3.07,0.46,9.4,0.9966,W,5
439,5.8,0.29,0.38,10.7,0.038,49,136,3.11,0.59,11.2,0.99366,W,6
440,7.4,0.53,0.26,2,0.101,16,72,3.15,0.57,9.4,0.9957,R,5
441,5.7,0.22,0.29,3.5,0.04,27,146,3.17,0.36,12.1,0.98999,W,6
442,7.3,0.3,0.25,2.5,0.045,32,122,3.18,0.54,10.3,0.99329,W,5
443,7.9,0.2,0.39,1,0.041,37,154,3.08,0.43,11.9,0.99093,W,5
444,8.1,0.87,0,3.3,0.096,26,61,3.6,0.72,9.8,1.00025,R,4
445,11.7,0.28,0.47,1.7,0.054,17,32,3.15,0.67,10.6,0.99686,R,7
446,5.6,0.33,0.28,1.2,0.031,33,97,3.49,0.58,10.9,0.99126,W,6
447,7.6,0.19,0.37,13.1,0.033,52,151,3.18,0.79,10.4,0.99726,W,6
448,6.5,0.25,0.45,7.8,0.048,52,188,3.2,0.53,9.1,0.99576,W,5
449,6.4,0.15,0.36,1.8,0.034,43,150,3.42,0.69,11,0.9922,W,8
450,6.5,0.24,0.39,17.3,0.052,22,126,3.11,0.47,9.2,0.99888,W,6
451,6.2,0.3,0.31,1.6,0.035,40,106,3.26,0.39,12.9,0.98914,W,7
452,7.2,0.35,0.26,1.8,0.083,33,75,3.4,0.58,9.5,0.9968,R,6
453,6,0.35,0.46,0.9,0.033,9,65,3.24,0.35,12.1,0.98934,W,4
454,7.15,0.17,0.24,9.6,0.119,56,178,3.15,0.44,10.2,0.99578,W,6
455,6.2,0.24,0.27,2.9,0.039,30,123,3.12,0.37,12.8,0.98959,W,6
456,7.4,0.25,0.36,13.2,0.067,53,178,3.01,0.48,9,0.9976,W,6
457,8.6,0.47,0.3,3,0.076,30,135,3.3,0.53,9.4,0.9976,R,5
458,6.6,0.84,0.03,2.3,0.059,32,48,3.52,0.56,12.3,0.9952,R,7
459,7.1,0.31,0.17,1,0.042,21,144,3.13,0.4,9.6,0.99304,W,5
460,5.8,0.3,0.23,1.5,0.034,37,121,2.96,0.34,12.1,0.98871,W,6
461,7.3,0.14,0.49,1.1,0.038,28,99,3.2,0.72,10.6,0.9928,W,6
462,7.2,0.24,0.4,17.85,0.049,50,185,3.34,0.42,9.6,1,W,5
463,6.6,0.58,0.02,2.4,0.069,19,40,3.38,0.66,12.6,0.99387,R,6
464,6.8,0.22,0.3,13.6,0.055,50,180,3.44,0.39,9.8,0.9984,W,5
465,8.3,0.54,0.24,3.4,0.076,16,112,3.27,0.61,9.4,0.9976,R,5
466,5.4,0.53,0.16,2.7,0.036,34,128,3.2,0.53,13.2,0.98856,W,8
467,6.8,0.32,0.23,3.3,0.026,31,99,3.1,0.4,12.4,0.9896,W,6
468,7.8,0.55,0.35,2.2,0.074,21,66,3.25,0.56,9.2,0.9974,R,5
469,7.1,0.55,0.13,1.7,0.073,21,165,2.97,0.58,9.2,0.994,W,6
470,8.1,0.5,0.47,1.1,0.037,23,126,3.21,0.42,10.9,0.9938,W,5
471,7.3,0.33,0.4,6.85,0.038,32,138,3.03,0.3,11.9,0.992,W,7
472,6.8,0.28,0.36,7,0.043,60,207,3.16,0.49,9.6,0.99556,W,6
473,5.2,0.6,0.07,7,0.044,33,147,3.33,0.58,9.7,0.9944,W,5
474,8,0.59,0.71,17.35,0.038,61,228,2.95,0.75,9.3,1,W,5
475,7.9,0.3,0.68,8.3,0.05,37.5,278,3.01,0.51,12.3,0.99316,R,7
476,7.2,0.22,0.49,1,0.045,34,140,3.05,0.34,12.7,0.99,W,6
477,5.6,0.16,0.27,1.4,0.044,53,168,3.28,0.37,10.1,0.9918,W,6
478,6,0.28,0.27,15.5,0.036,31,134,3.19,0.44,13,0.99408,W,7
479,6,0.27,0.31,5,0.043,54,170,3.28,0.52,11,0.9924,W,6
480,6.5,0.08,0.33,1.9,0.028,23,93,3.34,0.7,12,0.991,W,7
481,7,0.19,0.33,6.3,0.032,42,127,3.31,0.38,12.2,0.99182,W,6
482,11.6,0.42,0.53,3.3,0.105,33,98,3.2,0.95,9.2,1.001,R,5
483,6.4,0.5,0.2,2.4,0.059,19,112,3.18,0.4,9.2,0.99314,W,6
484,8.8,0.24,0.54,2.5,0.083,25,57,3.39,0.54,9.2,0.9983,R,5
485,6,0.42,0.41,12.4,0.032,50,179,3.14,0.6,9.7,0.99622,W,5
486,6.1,1.1,0.16,4.4,0.033,8,109,3.35,0.47,12.4,0.99058,W,4
487,5.4,0.835,0.08,1.2,0.046,13,93,3.57,0.85,13,0.9924,R,7
488,5.4,0.29,0.47,3,0.052,47,145,3.29,0.75,10,0.993,W,6
489,8.2,0.4,0.48,13.7,0.042,59,169,3.1,0.52,9.4,0.9986,W,5
490,6,0.28,0.22,12.15,0.048,42,163,3.2,0.46,10.1,0.9957,W,5
491,7.8,0.43,0.49,13,0.033,37,158,3.14,0.35,11.3,0.9955,W,6
492,7.6,0.55,0.21,2.2,0.071,7,28,3.28,0.55,9.7,0.9964,R,5
493,6.4,0.1,0.35,4.9,0.048,31,103,3.43,0.79,9.7,0.9947,W,6
494,6.2,0.35,0.25,18.4,0.051,28,182,3.13,0.62,9.3,0.99946,W,6
495,6.6,0.25,0.41,7.4,0.043,29,151,3.15,0.6,10.2,0.9946,W,7
496,6.5,0.19,0.26,5.2,0.04,31,140,3.26,0.68,9.5,0.995,W,6
497,6.8,0.65,0.02,2.1,0.078,8,15,3.35,0.62,10.4,0.99498,R,6
498,6.9,0.22,0.32,5.8,0.041,20,119,3.17,0.55,11.2,0.99296,W,6
499,7.3,0.28,0.35,1.6,0.054,31,148,3.18,0.47,10.7,0.99178,W,5
500,7.1,0.17,0.38,7.4,0.052,49,182,3.35,0.52,9.6,0.9958,W,6
501,10.2,0.44,0.88,6.2,0.049,20,124,2.99,0.51,9.9,0.9968,W,4
502,6.4,0.27,0.49,7.3,0.046,53,206,3.24,0.43,9.2,0.9956,W,6
503,7.2,0.36,0.46,2.1,0.074,24,44,3.4,0.85,11,0.99534,R,7
504,6.3,0.41,0.16,0.9,0.032,25,98,3.16,0.42,9.5,0.99274,W,5
505,7.6,0.36,0.48,13.5,0.038,44,116,3.04,0.48,9.2,0.9982,W,5
506,6.5,0.17,0.31,1.5,0.041,34,121,3.06,0.46,10.5,0.99092,W,6
507,5.7,0.29,0.16,7.9,0.044,48,197,3.21,0.36,9.4,0.99512,W,5
508,7.3,0.25,0.36,13.1,0.05,35,200,3.04,0.46,8.9,0.9986,W,7
509,7.3,0.17,0.24,8.1,0.121,32,162,3.17,0.38,10.4,0.99508,W,8
510,5.2,0.34,0,1.8,0.05,27,63,3.68,0.79,14,0.9916,R,6
511,7.9,0.29,0.49,2.2,0.096,21,59,3.31,0.67,10.1,0.99714,R,6
512,7.4,0.35,0.2,13.9,0.054,63,229,3.11,0.5,8.9,0.99888,W,6
513,6.3,0.22,0.28,2.4,0.042,38,102,3.14,0.37,11.6,0.98998,W,7
514,7.3,0.25,0.42,14.2,0.041,57,182,3.29,0.75,9.1,0.9996,W,7
515,12.4,0.4,0.51,2,0.059,6,24,3.04,0.6,9.3,0.9994,R,6
516,5.8,0.68,0.02,1.8,0.087,21,94,3.54,0.52,10,0.9944,R,5
517,6.5,0.52,0.17,1.4,0.047,5,26,3.26,0.32,10,0.9932,W,4
518,6.6,0.38,0.15,4.6,0.044,25,78,3.11,0.38,10.2,0.9931,W,6
519,6.4,0.17,0.34,1.5,0.091,42,135,3.25,0.49,9.6,0.9938,W,7
520,6.5,0.43,0.28,11.25,0.032,31,87,3.02,0.38,12.4,0.9922,W,6
521,5.8,0.58,0,1.5,0.02,33,96,3.29,0.38,12.4,0.98918,W,6
522,5.7,0.18,0.26,2.2,0.023,21,95,3.07,0.54,12.3,0.9893,W,6
523,6.6,0.25,0.51,8,0.047,61,189,3.22,0.49,9.2,0.99604,W,5
524,6.9,0.19,0.39,8,0.028,22,84,3.11,0.66,10.8,0.994,W,6
525,7.7,0.96,0.2,2,0.047,15,60,3.36,0.44,10.9,0.9955,R,5
526,6.6,0.39,0.28,9.2,0.036,10,92,3.07,0.35,12.1,0.99206,W,6
527,10.1,0.37,0.34,2.4,0.085,5,17,3.17,0.65,10.6,0.99683,R,7
528,5.7,0.26,0.24,17.8,0.059,23,124,3.3,0.5,10.1,0.99773,W,5
529,9,0.17,0.49,1,0.039,46,131,3.09,0.51,10.5,0.993,W,7
530,6.7,0.34,0.43,1.6,0.041,29,114,3.23,0.44,12.6,0.99014,W,6
531,11.2,0.4,0.5,2,0.099,19,50,3.1,0.58,10.4,0.99783,R,5
532,10.4,0.44,0.42,1.5,0.145,34,48,3.38,0.86,9.9,0.99832,R,3
533,7.3,0.26,0.32,1.2,0.041,29,94,3.07,0.45,12,0.98978,W,6
534,7,0.27,0.29,3.9,0.059,28,199,3.54,0.59,10.3,0.9961,W,5
535,7.2,0.635,0.07,2.6,0.077,16,86,3.51,0.54,9.7,0.99748,R,5
536,9.1,0.66,0.15,3.2,0.097,9,59,3.28,0.54,9.6,0.99976,R,5
537,6.9,0.18,0.38,8.1,0.049,44,176,3.3,0.54,9.8,0.9958,W,6
538,8.5,0.21,0.41,4.3,0.036,24,99,3.18,0.53,9.7,0.9947,W,6
539,7,0.25,0.32,9,0.046,56,245,3.25,0.5,10.4,0.9955,W,6
540,6.4,0.29,0.32,2.4,0.014,34,89,3.24,0.66,12.5,0.99008,W,7
541,6.1,0.36,0.33,1.1,0.05,24,169,3.15,0.78,9.5,0.9927,W,6
542,7,0.3,0.51,13.6,0.05,40,168,3.07,0.52,9.6,0.9976,W,7
543,6.9,0.43,0.28,9.4,0.056,29,183,3.17,0.43,9.4,0.99594,W,5
544,7.8,0.2,0.32,5,0.016,31,101,2.99,0.39,11,0.99186,W,6
545,8.1,0.26,0.33,11.1,0.052,52.5,158,3.03,0.49,10.2,0.9976,W,7
546,6.6,0.22,0.28,4.9,0.042,51,180,3.3,0.75,9.5,0.9952,W,6
547,6.7,0.47,0.29,4.75,0.034,29,134,3.29,0.46,13,0.99056,W,7
548,5.8,0.19,0.49,4.9,0.04,44,118,3.34,0.38,9.5,0.9935,W,7
549,7,0.16,0.32,1.1,0.032,29,80,3.23,0.36,12.1,0.98972,W,6
550,6.8,0.63,0.04,1.3,0.058,25,133,3.17,0.39,10.2,0.99271,W,4
551,6.3,0.18,0.24,3.4,0.053,20,119,3.11,0.52,9.2,0.99373,W,6
552,6.4,0.36,0.21,2.2,0.047,26,48,3.47,0.77,9.7,0.99661,R,6
553,6.6,0.88,0.04,2.2,0.066,12,20,3.53,0.56,9.9,0.99636,R,5
554,7.3,0.45,0.36,5.9,0.074,12,87,3.33,0.83,10.5,0.9978,R,5
555,6.7,0.13,0.29,5.3,0.051,31,122,3.44,0.37,9.7,0.9944,W,6
556,7.6,0.29,0.26,6.5,0.042,32,160,3.14,0.47,10.7,0.9944,W,5
557,8.1,0.29,0.49,7.1,0.042,22,124,3.14,0.41,10.8,0.9944,W,6
558,7.1,0.16,0.25,1.3,0.034,28,123,3.27,0.55,11.4,0.9915,W,6
559,6.6,0.24,0.3,13,0.052,18,143,3.37,0.49,9.4,0.99825,W,6
560,7.1,0.2,0.35,3.2,0.034,21,107,3.11,0.54,11.1,0.99195,W,6
561,8.4,0.6,0.1,2.2,0.085,14,111,3.15,0.66,9.8,0.9964,R,5
562,6.5,0.315,0.2,6.6,0.041,9,126,2.94,0.51,8.8,0.99494,W,5
563,5.9,0.2,0.23,1.5,0.037,38,93,3.36,0.49,12,0.99021,W,6
564,6.1,0.4,0.16,1.8,0.069,11,25,3.42,0.74,10.1,0.9955,R,7
565,6.2,0.25,0.44,15.8,0.057,39,167,3.14,0.51,9.2,0.99804,W,5
566,6.3,0.36,0.3,4.8,0.049,14,85,3.28,0.39,10.6,0.9932,W,5
567,7.2,0.33,0.28,1.4,0.034,26,109,3.28,0.57,10.6,0.99246,W,6
568,7.4,0.64,0.07,1.8,0.1,8,23,3.3,0.58,9.6,0.9961,R,5
569,6.9,0.54,0.04,3,0.077,7,27,3.69,0.91,9.4,0.9987,R,6
570,6.7,0.31,0.33,2,0.033,12,74,3.29,0.65,12.5,0.99064,W,6
571,10.3,0.53,0.48,2.5,0.063,6,25,3.12,0.59,9.3,0.9998,R,6
572,8.4,0.59,0.29,2.6,0.109,31,119,3.15,0.5,9.1,0.99801,R,5
573,5.9,0.25,0.19,12.4,0.047,50,162,3.35,0.38,9.5,0.9973,W,5
574,6.3,0.25,0.44,11.6,0.041,48,195,3.18,0.52,9.5,0.9968,W,5
575,6,0.26,0.33,4.35,0.04,15,80,3.29,0.5,12.7,0.98934,W,6
576,6.2,0.16,0.32,1.1,0.036,74,184,3.22,0.41,11,0.99096,W,6
577,6.9,0.52,0.25,2.6,0.081,10,37,3.46,0.5,11,0.99685,R,5
578,9.4,0.615,0.28,3.2,0.087,18,72,3.31,0.53,9.7,1.0001,R,5
579,6.1,0.14,0.25,1.3,0.047,37,173,3.35,0.46,10,0.9925,W,6
580,6.9,0.2,0.37,6.2,0.027,24,97,3.38,0.49,12.2,0.992,W,7
581,5.6,0.2,0.66,10.2,0.043,78,175,2.98,0.43,10.4,0.9945,W,7
582,9,0.55,0.3,8.1,0.026,14,71,2.94,0.36,11.8,0.993,W,5
583,7.7,0.63,0.08,1.9,0.076,15,27,3.32,0.54,9.5,0.9967,R,6
584,5.3,0.2,0.31,3.6,0.036,22,91,3.41,0.5,9.8,0.99278,W,6
585,5.9,0.24,0.28,1.3,0.032,36,95,3.08,0.64,12.9,0.98889,W,7
586,6.2,0.27,0.18,1.5,0.028,20,111,3.41,0.5,10,0.99228,W,5
587,7.2,0.08,0.49,1.3,0.05,18,148,3.46,0.44,10.2,0.9945,W,6
588,6.4,0.5,0.2,2.4,0.059,19,112,3.18,0.4,9.2,0.99314,W,6
589,7.2,0.2,0.34,2.7,0.032,49,151,3.16,0.39,12.7,0.99,W,7
590,6.3,0.27,0.46,11.1,0.053,44,177,3.18,0.67,9.4,0.99691,W,5
591,6.9,0.27,0.49,23.5,0.057,59,235,2.98,0.47,8.6,1.0024,W,5
592,6.2,0.23,0.23,1.2,0.018,18,128,3.05,0.28,10.6,0.99178,W,5
593,8.2,0.26,0.34,2.5,0.073,16,47,3.4,0.78,11.3,0.99594,R,7
594,7.7,0.39,0.28,4.9,0.035,36,109,3.19,0.58,12.2,0.9918,W,7
595,9.2,0.59,0.24,3.3,0.101,20,47,3.26,0.67,9.6,0.9988,R,5
596,8.2,0.31,0.43,7,0.047,18,87,3.23,0.64,10.6,0.99628,W,5
597,7.3,0.25,0.36,13.1,0.05,35,200,3.04,0.46,8.9,0.9986,W,7
598,10.7,0.9,0.34,6.6,0.112,23,99,3.22,0.68,9.3,1.00289,R,5
599,7.5,0.42,0.14,10.7,0.046,18,95,3.22,0.33,10.7,0.9959,W,5
600,6.8,0.16,0.4,2.3,0.037,18,102,3.49,0.42,11.4,0.9923,W,7
601,5.8,0.24,0.44,3.5,0.029,5,109,3.53,0.43,11.7,0.9913,W,3
